date;counter;filename;BTA;APRI;RMSE-PC;NDCG;Precision;Recall;F1;APLT;Novelty;MRM;LTC;Entropy
02-Oct-2024 13:51:28;1;AUG_DB_HPF.mat;0.0275429545564562;0.0819229614463411;0.0642170073791618;0.132989316064841;0.118857493857495;0.0425271123441268;0.0442979234449766;0.103608722358722;0.8735641891892;0.298763969593035;0.00668896321070234;0.406089658488139
02-Oct-2024 13:51:53;2;AUG_DB_SKM.mat;0.0275429545564562;0.101787240429123;0.0792436912445057;0.194522473465651;0.152126842751844;0.0620377551931155;0.0610156040423148;0.00905251842751843;0.839089373464386;0.321081283790438;0.00637259332911507;0.34205791370488
02-Oct-2024 13:52:16;3;BetterThanAverage_DB_HPF.mat;0.0275429545564562;0.0602997297985879;0.0378895578626234;0.108070890960439;0.0937116093366093;0.040599970326889;0.0380991230314762;0.675337837837844;0.897719594594607;0.239581440690721;0.00619181053963663;0.430419776725761
02-Oct-2024 13:52:40;4;BetterThanAverage_DB_SKM.mat;0.0275429545564562;0.0771974469076934;0.0549517878352141;0.140637715766807;0.113897420147421;0.0540905288517662;0.0491729547127682;0.551220823095826;0.879829545454559;0.2311267062091;0.0047907439211787;0.367177044164445
02-Oct-2024 13:53:04;5;CalibratedPopularity_DB_HPF.mat;0.0275429545564562;0.0980730174382279;0.0780250049402865;0.136090317306945;0.124362714987716;0.0481863444503417;0.0487484752412816;0.198602579852582;0.864742014742025;0.251511932013294;0.00501672240802676;0.38955563020822
02-Oct-2024 13:53:29;6;CalibratedPopularity_DB_SKM.mat;0.0275429545564562;0.111660701807738;0.0878832489732736;0.171866712386585;0.143204852579854;0.0595017461024147;0.0584313176334039;0.153631756756757;0.847389434889448;0.254158492638178;0.00361565578956883;0.334398679413639
02-Oct-2024 13:53:52;7;DiscreapancyMinimization_DB_HPF.mat;0.0275429545564562;0.00500067042172022;0.0326494235987653;0.00416089686948562;0.00327856265356265;0.000536063558083975;0.000770599645412579;0.999846437346437;0.995032248157251;0.541388465983244;0.000858718250022598;0.251129301801092
02-Oct-2024 13:54:16;8;DiscreapancyMinimization_DB_SKM.mat;0.0275429545564562;0.00500067042172022;0.0326494235987653;0.00416089686948562;0.00327856265356265;0.000536063558083975;0.000770599645412579;0.999846437346437;0.995032248157251;0.541388465983244;0.000858718250022598;0.251129301801092
02-Oct-2024 13:54:39;9;FairRecommendations_DB_HPF.mat;0.0275429545564562;0.00232255495807405;0.0345648402786874;0.00725836537973782;0.0070945945945946;0.00133039766135209;0.00156538204776262;0.999846437346437;0.992605958230961;0.541388465983244;0.0086775738949652;0.430688923207918
02-Oct-2024 13:55:02;10;FairRecommendations_DB_SKM.mat;0.0275429545564562;0.00220724678480552;0.0346725430067078;0.00530213963132283;0.00347051597051596;0.00415172657090501;0.00191893196202244;0.999846437346437;0.996345208845211;0.541388465983244;0.00935550935550936;0.392864456192937
02-Oct-2024 13:55:27;11;MUL_DB_HPF.mat;0.0275429545564562;0.0500155749836629;0.0349183655419257;0.0961108389605546;0.0903025184275182;0.0276262654159395;0.0312302635347787;0.147888513513514;0.905436117936127;0.305709125501367;0.0119768598029468;0.434700790065021
02-Oct-2024 13:55:52;12;MUL_DB_SKM.mat;0.0275429545564562;0.066177350385832;0.0469956471083225;0.137022112568864;0.116569410319411;0.0439582716681753;0.0446626322363073;0.0467905405405404;0.878071253071265;0.31470399810575;0.0119316641055771;0.376772790605452
02-Oct-2024 13:56:17;13;Pure_DB_HPF.mat;0.0275429545564562;0.106517308553214;0.0853986291964536;0.152588769101749;0.132424754299755;0.0499335083115844;0.0511932798948469;0.0380297911547911;0.85452242014743;0.3054988046058;0.00112989243424026;0.37194748562737
02-Oct-2024 13:56:42;14;Pure_DB_SKM.mat;0.0275429545564562;0.122644637885492;0.0986158638060389;0.193078429535544;0.154092444717446;0.0620737244053793;0.061873807029095;0.000245700245700246;0.834843366093377;0.322404986853525;0.000180782789478442;0.313616848437998
02-Oct-2024 13:57:07;15;VAR_DB_HPF.mat;0.0275429545564562;0.104987723005422;0.0848526704883169;0.151480566001169;0.131595515970517;0.0495084057765467;0.0508193177151192;0.0568796068796069;0.856641584766595;0.304199082199989;0.00375124288167766;0.375605991134191
02-Oct-2024 13:57:32;16;VAR_DB_SKM.mat;0.0275429545564562;0.121659063719635;0.0978668149418808;0.19290435850501;0.153961916461918;0.0617013386361244;0.0617323856316045;0.00770884520884521;0.835142813267824;0.320949953366076;0.00207900207900208;0.316474462780081
02-Oct-2024 13:57:56;17;xQuad_DB_HPF.mat;0.0275429545564562;0.0799824501845774;0.058622239805059;0.126294846366826;0.11061117936118;0.04493552943659;0.04392049828398;0.465855343980343;0.879299754299765;0.199802137540213;0.00546867938172286;0.408226989977837
02-Oct-2024 13:58:20;18;xQuad_DB_SKM.mat;0.0275429545564562;0.0907772809996591;0.0667407039372827;0.160561062888097;0.126796683046684;0.0567714123117749;0.0535034084316634;0.414749692874692;0.865356265356279;0.198091004946231;0.00420319985537377;0.350495892182869
